hospital_id,total_treatments,total_treatments_label,nursing_quotient,nursing_quotient_label,nursing_count,provider_type,bed_count,semi_residential_count,emergency_service
772187,17704,sehr viele,53.06,mittel,336,freigemeinnützig,354,21,Stufe 2 - Erweiterte Notfallversorgung
772188,27816,sehr viele,47.25,überdurchschnittlich,443,öffentlich,537,20,Stufe 2 - Erweiterte Notfallversorgung
772189,2655,wenige,46.76,überdurchschnittlich,33,privat,50,0,Keine Teilnahme an einer Notfallstufe.
772191,27568,sehr viele,41.56,weit überdurchschnittlich,496,freigemeinnützig,514,5,Stufe 2 - Erweiterte Notfallversorgung
772192,560,sehr wenige,43.99,überdurchschnittlich,2,privat,7,0,Keine Teilnahme an einer Notfallstufe.
772193,7353,mittel,61.93,weit unterdurchschnittlich,111,freigemeinnützig,249,0,Stufe 1 - Basisnotfallversorgung
772195,5364,mittel,40.29,weit überdurchschnittlich,115,privat,150,0,Stufe 1 - Basisnotfallversorgung
772196,4686,wenige,45.9,überdurchschnittlich,129,öffentlich,165,0,Stufe 1 - Basisnotfallversorgung
772197,2055,wenige,53.59,unterdurchschnittlich,235,privat,129,0,Stufe 1 - Basisnotfallversorgung
772198,5908,mittel,52.07,mittel,99,öffentlich,143,20,Stufe 1 - Basisnotfallversorgung
772199,203,sehr wenige,0.0,weit überdurchschnittlich,1,öffentlich,0,20,Keine Teilnahme an einer Notfallstufe.
772201,1707,sehr wenige,62.34,weit unterdurchschnittlich,27,öffentlich,44,3,Stufe 1 - Basisnotfallversorgung
772202,9510,viele,39.88,weit überdurchschnittlich,141,freigemeinnützig,158,0,Stufe 1 - Basisnotfallversorgung
772203,4115,wenige,48.9,überdurchschnittlich,140,öffentlich,110,0,Stufe 1 - Basisnotfallversorgung
772204,564,sehr wenige,69.17,weit unterdurchschnittlich,91,privat,75,0,Keine Teilnahme an einer Notfallstufe.
772205,11024,viele,56.18,unterdurchschnittlich,179,freigemeinnützig,288,20,Stufe 2 - Erweiterte Notfallversorgung
772206,6210,mittel,54.05,unterdurchschnittlich,89,freigemeinnützig,156,0,Stufe 1 - Basisnotfallversorgung
772207,19081,sehr viele,49.9,mittel,462,privat,412,0,Stufe 2 - Erweiterte Notfallversorgung
772208,11551,viele,53.58,unterdurchschnittlich,250,öffentlich,266,0,"Ja, die Notfallstufe ist noch nicht vereinbart."
772209,9108,viele,63.07,weit unterdurchschnittlich,182,freigemeinnützig,245,0,Stufe 1 - Basisnotfallversorgung
772210,8652,mittel,46.96,überdurchschnittlich,127,öffentlich,240,0,Stufe 1 - Basisnotfallversorgung
772218,4413,wenige,52.76,mittel,71,öffentlich,126,16,Stufe 1 - Basisnotfallversorgung
772219,687,sehr wenige,18.66,weit überdurchschnittlich,13,privat,8,0,Keine Teilnahme an einer Notfallstufe.
772221,21397,sehr viele,50.26,mittel,439,öffentlich,465,15,Stufe 3 - Umfassende Notfallversorgung
772222,15406,viele,52.32,mittel,234,freigemeinnützig,329,0,Stufe 1 - Basisnotfallversorgung
772223,4027,wenige,45.61,überdurchschnittlich,70,privat,85,0,Keine Teilnahme an einer Notfallstufe.
772224,2723,wenige,28.92,weit überdurchschnittlich,38,privat,76,0,Keine Teilnahme an einer Notfallstufe.
772226,216,sehr wenige,52.38,mittel,29,privat,29,0,Keine Teilnahme an einer Notfallstufe.
772227,2270,wenige,56.27,unterdurchschnittlich,113,privat,138,0,Keine Teilnahme an einer Notfallstufe.
772228,2443,wenige,71.99,weit unterdurchschnittlich,63,privat,130,0,Keine Teilnahme an einer Notfallstufe.
772229,2778,wenige,76.25,weit unterdurchschnittlich,66,privat,174,0,Keine Teilnahme an einer Notfallstufe.
772231,8303,mittel,43.0,überdurchschnittlich,129,privat,200,0,Keine Teilnahme an einer Notfallstufe.
772232,9033,viele,54.48,unterdurchschnittlich,104,privat,182,0,Stufe 1 - Basisnotfallversorgung
772233,4892,wenige,49.06,überdurchschnittlich,96,privat,155,0,Stufe 1 - Basisnotfallversorgung
772234,16041,sehr viele,61.28,weit unterdurchschnittlich,252,freigemeinnützig,358,0,Stufe 2 - Erweiterte Notfallversorgung
772236,6505,mittel,53.23,mittel,78,freigemeinnützig,110,0,Stufe 1 - Basisnotfallversorgung
772237,14258,viele,49.24,mittel,235,freigemeinnützig,310,0,Stufe 2 - Erweiterte Notfallversorgung
772238,3941,wenige,53.78,unterdurchschnittlich,72,öffentlich,167,0,Stufe 1 - Basisnotfallversorgung
772239,15902,sehr viele,52.46,mittel,239,öffentlich,327,2,Stufe 2 - Erweiterte Notfallversorgung
772240,4782,wenige,41.82,weit überdurchschnittlich,70,privat,155,8,"Ja, die Notfallstufe ist noch nicht vereinbart."
772241,3178,wenige,38.96,weit überdurchschnittlich,193,öffentlich,123,2,Stufe 1 - Basisnotfallversorgung
772243,10173,viele,49.33,mittel,129,privat,231,0,Stufe 1 - Basisnotfallversorgung
772244,5170,mittel,43.58,überdurchschnittlich,56,privat,124,4,Stufe 1 - Basisnotfallversorgung
772246,17174,sehr viele,55.91,unterdurchschnittlich,284,freigemeinnützig,320,35,Stufe 1 - Basisnotfallversorgung
772247,53336,sehr viele,54.82,unterdurchschnittlich,1.504,öffentlich,1229,79,Stufe 3 - Umfassende Notfallversorgung
772248,7330,mittel,57.22,unterdurchschnittlich,165,öffentlich,215,0,"Ja, die Notfallstufe ist noch nicht vereinbart.
                            
                                
Erläuterung: Spezialversorger"
772251,13780,viele,56.79,unterdurchschnittlich,208,freigemeinnützig,279,0,Stufe 2 - Erweiterte Notfallversorgung
772252,19418,sehr viele,46.38,überdurchschnittlich,311,freigemeinnützig,372,14,Stufe 2 - Erweiterte Notfallversorgung
772253,5108,wenige,51.03,mittel,106,freigemeinnützig,156,0,Stufe 1 - Basisnotfallversorgung
772255,3497,wenige,50.65,mittel,64,freigemeinnützig,100,0,Stufe 1 - Basisnotfallversorgung
772256,3682,wenige,50.9,mittel,102,freigemeinnützig,164,15,Stufe 1 - Basisnotfallversorgung
772259,12861,viele,51.83,mittel,251,freigemeinnützig,294,0,Stufe 2 - Erweiterte Notfallversorgung
772261,6832,mittel,67.6,weit unterdurchschnittlich,104,freigemeinnützig,150,0,Stufe 1 - Basisnotfallversorgung
772263,3312,wenige,51.96,mittel,36,öffentlich,55,0,Stufe 1 - Basisnotfallversorgung
772264,4692,wenige,36.37,weit überdurchschnittlich,76,privat,89,0,Stufe 1 - Basisnotfallversorgung
772265,3069,wenige,46.93,überdurchschnittlich,56,privat,76,0,Keine Teilnahme an einer Notfallstufe.
772266,10770,viele,62.66,weit unterdurchschnittlich,144,freigemeinnützig,269,0,Stufe 1 - Basisnotfallversorgung
772267,3452,wenige,45.17,überdurchschnittlich,68,freigemeinnützig,119,0,Stufe 1 - Basisnotfallversorgung
772268,800,sehr wenige,32.1,weit überdurchschnittlich,5,privat,18,0,Keine Teilnahme an einer Notfallstufe.
772269,7665,mittel,43.41,überdurchschnittlich,157,öffentlich,188,0,Stufe 1 - Basisnotfallversorgung
772270,2463,wenige,49.92,mittel,66,öffentlich,87,0,Keine Teilnahme an einer Notfallstufe.
772271,11041,viele,56.61,unterdurchschnittlich,183,öffentlich,207,0,Stufe 1 - Basisnotfallversorgung
772273,587,sehr wenige,26.5,weit überdurchschnittlich,11,öffentlich,8,8,Keine Teilnahme an einer Notfallstufe.
772274,24306,sehr viele,53.31,mittel,505,öffentlich,489,26,Stufe 3 - Umfassende Notfallversorgung
772275,7983,mittel,55.53,unterdurchschnittlich,160,privat,180,0,Stufe 1 - Basisnotfallversorgung
772276,9380,viele,58.34,unterdurchschnittlich,136,privat,171,0,Stufe 1 - Basisnotfallversorgung
772277,4784,wenige,48.23,überdurchschnittlich,105,freigemeinnützig,162,0,Stufe 1 - Basisnotfallversorgung
772278,692,sehr wenige,121.14,weit unterdurchschnittlich,10,freigemeinnützig,27,3,Keine Teilnahme an einer Notfallstufe.
772279,5200,mittel,48.26,überdurchschnittlich,75,privat,98,10,Stufe 1 - Basisnotfallversorgung
772280,3494,wenige,64.79,weit unterdurchschnittlich,58,freigemeinnützig,107,0,"Ja, die Notfallstufe ist noch nicht vereinbart."
772281,3392,wenige,95.68,weit unterdurchschnittlich,30,privat,132,0,Keine Teilnahme an einer Notfallstufe.
772283,36247,sehr viele,58.87,unterdurchschnittlich,696,öffentlich,716,9,Stufe 3 - Umfassende Notfallversorgung
772288,1059,sehr wenige,33.95,weit überdurchschnittlich,44,öffentlich,53,0,Keine Teilnahme an einer Notfallstufe.
772295,10517,viele,60.19,weit unterdurchschnittlich,172,freigemeinnützig,278,0,Stufe 1 - Basisnotfallversorgung
772305,4392,wenige,37.55,weit überdurchschnittlich,90,öffentlich,62,10,Stufe 1 - Basisnotfallversorgung
772306,2210,wenige,34.41,weit überdurchschnittlich,46,öffentlich,49,4,Stufe 3 - Umfassende Notfallversorgung
772307,17290,sehr viele,57.49,unterdurchschnittlich,253,öffentlich,396,0,Stufe 3 - Umfassende Notfallversorgung
772308,18251,sehr viele,49.03,überdurchschnittlich,321,freigemeinnützig,423,0,Stufe 2 - Erweiterte Notfallversorgung
772309,822,sehr wenige,26.18,weit überdurchschnittlich,13,freigemeinnützig,23,0,Keine Teilnahme an einer Notfallstufe.
772311,30080,sehr viele,51.52,mittel,684,freigemeinnützig,583,27,Stufe 2 - Erweiterte Notfallversorgung
772313,1624,sehr wenige,41.92,weit überdurchschnittlich,29,privat,57,0,Keine Teilnahme an einer Notfallstufe.
772314,22773,sehr viele,45.86,überdurchschnittlich,501,öffentlich,480,28,Stufe 2 - Erweiterte Notfallversorgung
772315,4580,wenige,48.94,überdurchschnittlich,87,privat,111,0,Stufe 1 - Basisnotfallversorgung
772322,14251,viele,47.58,überdurchschnittlich,321,privat,356,0,Stufe 2 - Erweiterte Notfallversorgung
772327,2305,wenige,47.72,überdurchschnittlich,33,privat,42,0,Stufe 1 - Basisnotfallversorgung
772328,7119,mittel,68.97,weit unterdurchschnittlich,145,freigemeinnützig,221,15,Stufe 1 - Basisnotfallversorgung
772329,6254,mittel,50.17,mittel,101,privat,179,0,"Ja, die Notfallstufe ist noch nicht vereinbart."
772330,1556,sehr wenige,55.75,unterdurchschnittlich,16,privat,22,0,Keine Teilnahme an einer Notfallstufe.
772331,8471,mittel,50.81,mittel,145,freigemeinnützig,180,17,Stufe 1 - Basisnotfallversorgung
772333,24926,sehr viele,51.2,mittel,456,freigemeinnützig,502,6,Stufe 3 - Umfassende Notfallversorgung
772336,495,sehr wenige,51.12,mittel,40,öffentlich,9,0,"Ja, die Notfallstufe ist noch nicht vereinbart.
                            
                                
Erläuterung: Kooperation der Herzchirurgie des LMU Klinikums mit der Augustinum Klinik München"
772337,1162,sehr wenige,55.3,unterdurchschnittlich,45,freigemeinnützig,70,0,Keine Teilnahme an einer Notfallstufe.
772339,955,sehr wenige,52.02,mittel,61,freigemeinnützig,80,3,Keine Teilnahme an einer Notfallstufe.
772340,4784,wenige,59.77,weit unterdurchschnittlich,77,öffentlich,138,0,Stufe 1 - Basisnotfallversorgung
772341,4948,wenige,66.46,weit unterdurchschnittlich,62,öffentlich,130,0,Stufe 1 - Basisnotfallversorgung
772342,7090,mittel,52.2,mittel,98,privat,172,0,Stufe 1 - Basisnotfallversorgung
772347,23122,sehr viele,59.11,weit unterdurchschnittlich,260,freigemeinnützig,448,0,Stufe 1 - Basisnotfallversorgung
772349,1386,sehr wenige,46.18,überdurchschnittlich,23,öffentlich,51,0,Keine Teilnahme an einer Notfallstufe.
772350,489,sehr wenige,66.19,weit unterdurchschnittlich,60,privat,61,0,Keine Teilnahme an einer Notfallstufe.
772351,6301,mittel,58.29,unterdurchschnittlich,105,öffentlich,179,0,Stufe 1 - Basisnotfallversorgung
772352,13566,viele,57.96,unterdurchschnittlich,229,öffentlich,220,6,Stufe 2 - Erweiterte Notfallversorgung
772356,32214,sehr viele,55.98,unterdurchschnittlich,672,privat,634,28,Stufe 3 - Umfassende Notfallversorgung
772358,17880,sehr viele,52.64,mittel,289,freigemeinnützig,455,21,Stufe 2 - Erweiterte Notfallversorgung
772359,18551,sehr viele,45.76,überdurchschnittlich,329,freigemeinnützig,418,0,Stufe 2 - Erweiterte Notfallversorgung
772361,10793,viele,57.58,unterdurchschnittlich,174,öffentlich,227,0,Stufe 1 - Basisnotfallversorgung
772363,29633,sehr viele,48.79,überdurchschnittlich,679,öffentlich,600,36,Stufe 2 - Erweiterte Notfallversorgung
772364,2366,wenige,58.48,unterdurchschnittlich,82,öffentlich,114,60,Stufe 1 - Basisnotfallversorgung
772365,32512,sehr viele,56.49,unterdurchschnittlich,591,öffentlich,780,35,Stufe 3 - Umfassende Notfallversorgung
772366,784,sehr wenige,55.06,unterdurchschnittlich,57,freigemeinnützig,62,0,Keine Teilnahme an einer Notfallstufe.
772367,2538,wenige,34.64,weit überdurchschnittlich,40,privat,67,0,"Ja, die Notfallstufe ist noch nicht vereinbart."
772368,18803,sehr viele,54.22,unterdurchschnittlich,245,privat,355,0,Stufe 2 - Erweiterte Notfallversorgung
772369,755,sehr wenige,42.05,weit überdurchschnittlich,130,privat,137,0,Keine Teilnahme an einer Notfallstufe.
772372,27063,sehr viele,61.94,weit unterdurchschnittlich,349,freigemeinnützig,424,26,Stufe 2 - Erweiterte Notfallversorgung
772373,174,sehr wenige,49.03,überdurchschnittlich,60,freigemeinnützig,30,0,Keine Teilnahme an einer Notfallstufe.
772374,547,sehr wenige,52.92,mittel,80,freigemeinnützig,68,0,Keine Teilnahme an einer Notfallstufe.
772375,2888,wenige,51.59,mittel,60,privat,103,0,Keine Teilnahme an einer Notfallstufe.
772376,15319,viele,52.18,mittel,343,öffentlich,353,40,Stufe 1 - Basisnotfallversorgung
772377,7080,mittel,40.91,weit überdurchschnittlich,60,privat,82,0,Stufe 1 - Basisnotfallversorgung
772378,21572,sehr viele,46.12,überdurchschnittlich,381,öffentlich,445,42,Stufe 3 - Umfassende Notfallversorgung
772380,7842,mittel,50.21,mittel,61,privat,143,16,Keine Teilnahme an einer Notfallstufe.
772383,18151,sehr viele,49.19,mittel,297,freigemeinnützig,418,19,Stufe 3 - Umfassende Notfallversorgung
772384,26899,sehr viele,54.07,unterdurchschnittlich,467,öffentlich,644,0,Stufe 2 - Erweiterte Notfallversorgung
772386,10336,viele,52.92,mittel,215,freigemeinnützig,274,0,Stufe 2 - Erweiterte Notfallversorgung
772387,14860,viele,53.49,unterdurchschnittlich,241,öffentlich,272,0,Stufe 2 - Erweiterte Notfallversorgung
772389,47402,sehr viele,55.38,unterdurchschnittlich,1.008,öffentlich,1082,61,Stufe 3 - Umfassende Notfallversorgung
772390,575,sehr wenige,60.47,weit unterdurchschnittlich,39,freigemeinnützig,56,0,Keine Teilnahme an einer Notfallstufe.
772392,15004,viele,40.82,weit überdurchschnittlich,284,privat,297,29,Stufe 2 - Erweiterte Notfallversorgung
772393,16092,sehr viele,62.19,weit unterdurchschnittlich,297,freigemeinnützig,406,0,Stufe 2 - Erweiterte Notfallversorgung
772394,2884,wenige,73.01,weit unterdurchschnittlich,48,freigemeinnützig,80,0,Stufe 1 - Basisnotfallversorgung
772395,8997,mittel,52.65,mittel,122,freigemeinnützig,216,0,Stufe 1 - Basisnotfallversorgung
772396,12546,viele,52.26,mittel,227,freigemeinnützig,324,0,Stufe 1 - Basisnotfallversorgung
772397,3638,wenige,58.25,unterdurchschnittlich,63,freigemeinnützig,126,0,Stufe 1 - Basisnotfallversorgung
772400,12481,viele,55.83,unterdurchschnittlich,211,freigemeinnützig,285,5,Stufe 2 - Erweiterte Notfallversorgung
772401,2718,wenige,43.34,überdurchschnittlich,65,privat,98,2,Stufe 1 - Basisnotfallversorgung
772402,7692,mittel,35.84,weit überdurchschnittlich,130,freigemeinnützig,177,0,Stufe 1 - Basisnotfallversorgung
772403,5294,mittel,40.26,weit überdurchschnittlich,88,freigemeinnützig,112,6,Stufe 1 - Basisnotfallversorgung
772404,2052,wenige,36.84,weit überdurchschnittlich,55,öffentlich,99,0,Stufe 1 - Basisnotfallversorgung
772412,6117,mittel,58.04,unterdurchschnittlich,96,öffentlich,153,11,Stufe 1 - Basisnotfallversorgung
772413,2979,wenige,56.97,unterdurchschnittlich,63,öffentlich,110,15,Stufe 1 - Basisnotfallversorgung
772414,21744,sehr viele,48.33,überdurchschnittlich,406,öffentlich,465,15,Stufe 3 - Umfassende Notfallversorgung
772415,6365,mittel,56.29,unterdurchschnittlich,83,öffentlich,110,0,Stufe 2 - Erweiterte Notfallversorgung
772416,9797,viele,41.43,weit überdurchschnittlich,142,privat,192,0,Stufe 1 - Basisnotfallversorgung
772417,5940,mittel,59.69,weit unterdurchschnittlich,132,öffentlich,179,0,Keine Teilnahme an einer Notfallstufe.
772418,35600,sehr viele,50.47,mittel,343,freigemeinnützig,380,0,Stufe 2 - Erweiterte Notfallversorgung
772419,7807,mittel,52.88,mittel,166,freigemeinnützig,248,10,Stufe 1 - Basisnotfallversorgung
772425,12100,viele,48.94,überdurchschnittlich,208,freigemeinnützig,268,0,Stufe 1 - Basisnotfallversorgung
772426,11084,viele,48.66,überdurchschnittlich,155,freigemeinnützig,159,0,Stufe 1 - Basisnotfallversorgung
772427,10142,viele,93.39,weit unterdurchschnittlich,145,freigemeinnützig,197,0,Stufe 1 - Basisnotfallversorgung
772428,1465,sehr wenige,50.35,mittel,25,privat,50,0,Keine Teilnahme an einer Notfallstufe.
772430,12909,viele,51.4,mittel,181,privat,250,0,Stufe 1 - Basisnotfallversorgung
772431,10987,viele,43.99,überdurchschnittlich,293,freigemeinnützig,340,0,Stufe 1 - Basisnotfallversorgung
772432,49069,sehr viele,36.06,weit überdurchschnittlich,1.577,öffentlich,1124,72,Stufe 3 - Umfassende Notfallversorgung
772433,7930,mittel,49.27,mittel,140,öffentlich,333,0,Stufe 1 - Basisnotfallversorgung
772434,29974,sehr viele,57.29,unterdurchschnittlich,358,freigemeinnützig,342,0,Stufe 2 - Erweiterte Notfallversorgung
772435,5839,mittel,62.9,weit unterdurchschnittlich,62,freigemeinnützig,148,0,Keine Teilnahme an einer Notfallstufe.
772436,9408,viele,52.94,mittel,148,öffentlich,200,0,Stufe 1 - Basisnotfallversorgung
772437,23009,sehr viele,60.07,weit unterdurchschnittlich,350,freigemeinnützig,518,0,Stufe 3 - Umfassende Notfallversorgung
772438,23456,sehr viele,48.25,überdurchschnittlich,318,freigemeinnützig,401,51,Stufe 1 - Basisnotfallversorgung
772440,3299,wenige,39.94,weit überdurchschnittlich,51,freigemeinnützig,84,0,Keine Information verfügbar.
772441,10446,viele,70.25,weit unterdurchschnittlich,198,freigemeinnützig,310,0,Stufe 2 - Erweiterte Notfallversorgung
772442,9237,viele,52.46,mittel,145,öffentlich,256,0,Stufe 1 - Basisnotfallversorgung
772443,6993,mittel,56.21,unterdurchschnittlich,123,öffentlich,201,8,Stufe 1 - Basisnotfallversorgung
772444,1408,sehr wenige,90.82,weit unterdurchschnittlich,26,privat,68,0,Keine Teilnahme an einer Notfallstufe.
772445,5083,wenige,40.2,weit überdurchschnittlich,103,freigemeinnützig,124,0,Stufe 1 - Basisnotfallversorgung
772446,1465,sehr wenige,36.42,weit überdurchschnittlich,15,privat,24,0,Keine Teilnahme an einer Notfallstufe.
772448,8163,mittel,45.43,überdurchschnittlich,253,freigemeinnützig,276,20,Stufe 1 - Basisnotfallversorgung
772449,384,sehr wenige,40.02,weit überdurchschnittlich,13,freigemeinnützig,29,0,Keine Teilnahme an einer Notfallstufe.
772451,10937,viele,58.4,unterdurchschnittlich,178,freigemeinnützig,248,0,Stufe 1 - Basisnotfallversorgung
772452,9173,viele,55.79,unterdurchschnittlich,153,freigemeinnützig,249,0,Stufe 2 - Erweiterte Notfallversorgung
772453,8502,mittel,57.69,unterdurchschnittlich,90,privat,134,0,Stufe 1 - Basisnotfallversorgung
772454,6931,mittel,40.51,weit überdurchschnittlich,155,freigemeinnützig,232,15,Stufe 1 - Basisnotfallversorgung
772456,129,sehr wenige,0.0,weit überdurchschnittlich,1,freigemeinnützig,0,16,Keine Information verfügbar.
772457,976,sehr wenige,28.45,weit überdurchschnittlich,12,öffentlich,19,0,Stufe 1 - Basisnotfallversorgung
772460,2831,wenige,51.98,mittel,31,öffentlich,59,0,Keine Teilnahme an einer Notfallstufe.
772461,7798,mittel,48.33,überdurchschnittlich,145,öffentlich,203,0,Stufe 1 - Basisnotfallversorgung
772462,10121,viele,63.32,weit unterdurchschnittlich,129,öffentlich,212,0,Stufe 1 - Basisnotfallversorgung
772463,987,sehr wenige,55.16,unterdurchschnittlich,21,freigemeinnützig,38,0,Keine Teilnahme an einer Notfallstufe.
772465,11414,viele,50.13,mittel,206,öffentlich,285,27,Stufe 2 - Erweiterte Notfallversorgung
772466,20913,sehr viele,60.29,weit unterdurchschnittlich,330,öffentlich,442,0,Stufe 3 - Umfassende Notfallversorgung
772467,2154,wenige,66.14,weit unterdurchschnittlich,157,privat,146,26,Keine Teilnahme an einer Notfallstufe.
772469,5917,mittel,47.55,überdurchschnittlich,158,öffentlich,184,0,Stufe 1 - Basisnotfallversorgung
772471,22416,sehr viele,45.49,überdurchschnittlich,408,öffentlich,440,0,Stufe 3 - Umfassende Notfallversorgung
772472,10118,viele,59.3,weit unterdurchschnittlich,186,freigemeinnützig,311,15,Stufe 1 - Basisnotfallversorgung
772473,18064,sehr viele,62.8,weit unterdurchschnittlich,333,freigemeinnützig,459,0,Stufe 3 - Umfassende Notfallversorgung
772474,20678,sehr viele,50.09,mittel,454,freigemeinnützig,519,22,Stufe 2 - Erweiterte Notfallversorgung
772475,6996,mittel,50.13,mittel,110,freigemeinnützig,170,0,Stufe 1 - Basisnotfallversorgung
772476,1081,sehr wenige,74.34,weit unterdurchschnittlich,41,freigemeinnützig,80,0,Keine Teilnahme an einer Notfallstufe.
772477,13721,viele,45.34,überdurchschnittlich,246,freigemeinnützig,331,1,Stufe 2 - Erweiterte Notfallversorgung
772478,7218,mittel,35.97,weit überdurchschnittlich,264,öffentlich,190,0,Stufe 3 - Umfassende Notfallversorgung
772479,17555,sehr viele,61.05,weit unterdurchschnittlich,232,öffentlich,342,3,Stufe 2 - Erweiterte Notfallversorgung
772480,1464,sehr wenige,55.41,unterdurchschnittlich,24,öffentlich,60,0,"Ja, die Notfallstufe ist noch nicht vereinbart."
772482,10635,viele,49.4,mittel,207,öffentlich,255,0,Stufe 2 - Erweiterte Notfallversorgung
772483,3162,wenige,43.21,überdurchschnittlich,56,privat,107,0,Keine Information verfügbar.
772484,4138,wenige,50.57,mittel,397,privat,287,2,Stufe 1 - Basisnotfallversorgung
772486,474,sehr wenige,53.73,unterdurchschnittlich,264,privat,129,0,"Ja, die Notfallstufe ist noch nicht vereinbart."
772487,5841,mittel,46.53,überdurchschnittlich,118,öffentlich,193,0,Stufe 1 - Basisnotfallversorgung
772488,11043,viele,53.55,unterdurchschnittlich,180,öffentlich,227,0,Stufe 1 - Basisnotfallversorgung
772489,8465,mittel,41.73,weit überdurchschnittlich,184,öffentlich,243,0,Stufe 1 - Basisnotfallversorgung
772490,6201,mittel,49.45,mittel,101,freigemeinnützig,161,0,Stufe 1 - Basisnotfallversorgung
772495,599,sehr wenige,57.73,unterdurchschnittlich,92,privat,68,0,Keine Teilnahme an einer Notfallstufe.
772496,3184,wenige,42.68,weit überdurchschnittlich,88,privat,127,0,Stufe 1 - Basisnotfallversorgung
772497,1049,sehr wenige,33.1,weit überdurchschnittlich,21,privat,30,0,Keine Teilnahme an einer Notfallstufe.
772498,15655,viele,60.49,weit unterdurchschnittlich,279,privat,381,0,Stufe 2 - Erweiterte Notfallversorgung
772507,2866,wenige,60.71,weit unterdurchschnittlich,42,öffentlich,82,0,Stufe 1 - Basisnotfallversorgung
772508,4814,wenige,49.26,mittel,72,öffentlich,116,0,Stufe 1 - Basisnotfallversorgung
772509,5026,wenige,33.33,weit überdurchschnittlich,101,öffentlich,97,0,Stufe 1 - Basisnotfallversorgung
772510,25329,sehr viele,44.51,überdurchschnittlich,513,öffentlich,578,20,Stufe 3 - Umfassende Notfallversorgung
772512,19930,sehr viele,50.18,mittel,316,freigemeinnützig,493,8,Stufe 2 - Erweiterte Notfallversorgung
772513,1840,sehr wenige,54.97,unterdurchschnittlich,108,freigemeinnützig,130,20,Keine Teilnahme an einer Notfallstufe.
772514,864,sehr wenige,51.95,mittel,27,privat,54,4,Keine Teilnahme an einer Notfallstufe.
772516,7406,mittel,36.81,weit überdurchschnittlich,161,öffentlich,175,0,Stufe 1 - Basisnotfallversorgung
772518,712,sehr wenige,42.37,weit überdurchschnittlich,8,öffentlich,20,0,Keine Teilnahme an einer Notfallstufe.
772520,3798,wenige,56.5,unterdurchschnittlich,80,privat,125,0,Stufe 1 - Basisnotfallversorgung
772527,581,sehr wenige,58.85,unterdurchschnittlich,128,öffentlich,87,0,Keine Teilnahme an einer Notfallstufe.
772528,4344,wenige,44.01,überdurchschnittlich,60,freigemeinnützig,114,0,Stufe 1 - Basisnotfallversorgung
772529,5812,mittel,42.91,weit überdurchschnittlich,146,öffentlich,130,6,Stufe 1 - Basisnotfallversorgung
772530,15902,sehr viele,53.95,unterdurchschnittlich,628,privat,600,15,Stufe 1 - Basisnotfallversorgung
772531,8030,mittel,60.16,weit unterdurchschnittlich,135,öffentlich,180,4,Stufe 1 - Basisnotfallversorgung
772533,27481,sehr viele,54.11,unterdurchschnittlich,503,freigemeinnützig,627,30,Stufe 3 - Umfassende Notfallversorgung
772534,16988,sehr viele,62.18,weit unterdurchschnittlich,280,öffentlich,449,0,Stufe 2 - Erweiterte Notfallversorgung
772539,12909,viele,53.93,unterdurchschnittlich,223,öffentlich,331,0,Stufe 2 - Erweiterte Notfallversorgung
772540,7284,mittel,44.13,überdurchschnittlich,283,privat,284,0,Keine Teilnahme an einer Notfallstufe.
772541,6158,mittel,68.85,weit unterdurchschnittlich,114,freigemeinnützig,120,1,Stufe 2 - Erweiterte Notfallversorgung
772542,2741,wenige,38.61,weit überdurchschnittlich,76,öffentlich,110,0,Stufe 1 - Basisnotfallversorgung
772543,6335,mittel,49.06,überdurchschnittlich,109,öffentlich,164,0,Stufe 1 - Basisnotfallversorgung
772544,4430,wenige,49.22,mittel,92,öffentlich,103,0,Stufe 1 - Basisnotfallversorgung
772545,481,sehr wenige,60.26,weit unterdurchschnittlich,32,freigemeinnützig,38,0,Keine Teilnahme an einer Notfallstufe.
772546,17575,sehr viele,47.41,überdurchschnittlich,260,öffentlich,347,0,Stufe 2 - Erweiterte Notfallversorgung
772547,153,sehr wenige,33.44,weit überdurchschnittlich,6,öffentlich,15,0,Keine Teilnahme an einer Notfallstufe.
772548,7797,mittel,46.98,überdurchschnittlich,125,öffentlich,185,6,Stufe 1 - Basisnotfallversorgung
772549,23198,sehr viele,48.91,überdurchschnittlich,468,öffentlich,441,8,Stufe 3 - Umfassende Notfallversorgung
772550,17699,sehr viele,52.25,mittel,317,öffentlich,342,0,Stufe 2 - Erweiterte Notfallversorgung
772551,3675,wenige,36.19,weit überdurchschnittlich,96,öffentlich,59,4,Stufe 1 - Basisnotfallversorgung
772554,18159,sehr viele,54.33,unterdurchschnittlich,278,freigemeinnützig,342,0,Stufe 1 - Basisnotfallversorgung
772555,11792,viele,48.8,überdurchschnittlich,237,freigemeinnützig,261,0,Stufe 1 - Basisnotfallversorgung
772556,8715,mittel,33.48,weit überdurchschnittlich,151,privat,182,16,"Ja, die Notfallstufe ist noch nicht vereinbart."
772557,17185,sehr viele,76.11,weit unterdurchschnittlich,214,freigemeinnützig,379,5,"Ja, die Notfallstufe ist noch nicht vereinbart."
772558,15787,viele,51.61,mittel,279,öffentlich,304,0,Stufe 2 - Erweiterte Notfallversorgung
772559,3245,wenige,56.21,unterdurchschnittlich,79,privat,61,0,Stufe 1 - Basisnotfallversorgung
